sentence,sentiment,model_sentiment,dataset,equals,,,,acuraccy ,0.617902054,,sentence count ,12803
מורל ומחמוד מזל טוב  אמן ואהבתכם תנצח ו,0,0,train,TRUE,,,,,,,,
כבוד הנשיא איך נותנים במה לחבר כנסת ערבי שמדבר נגד יהודים,1,0,train,FALSE,,,,,,,,
הלוואי ועוד מנהיגים היו הולכים בדרכו של נשיא המדינה ומוקיעים את אשר יש להוקיע ,0,0,train,TRUE,,,,,,,,
 נשיא המדינה האהוב  זמן רב שמשפט כזה לא נשמע בעם ישראל      שישי וכבר שבת קודש ובראשון ערב ראש חודש אלול  ׳ רְאֵה ׳   מלך מלכי המלכים הקב  ה נוחת בארץ ביום ראשון  המלך בשדה   רְאֵה  אָנֹכִי נֹתֵן לִפְנֵיכֶם הַיּוֹם  בְּרָכָה  וּקְלָלָה  אֶת הַבְּרָכָה  אֲשֶׁר תִּשְׁמְעוּ  אֶל מִצְו ‍ ֹת יְהוָה אֱלֹהֵיכֶם  אֲשֶׁר אָנֹכִי מְצַוֶּה אֶתְכֶם  הַיּוֹם    כִּי יִהְיֶה בְךָ אֶבְיוֹן מֵאַחַד אַחֶיךָ  בְּאַחַד שְׁעָרֶיךָ  בְּאַרְצְךָ אֲשֶׁר יְהוָה אֱלֹהֶיךָ נֹתֵן לָךְ  לֹא תְאַמֵּץ אֶת לְבָבְךָ וְלֹא תִקְפֹּץ אֶת יָדְךָ מֵאָחִיךָ הָאֶבְיוֹן  כִּי פָתֹחַ תִּפְתַּח אֶת יָדְךָ  לוֹ  וְהַעֲבֵט  תַּעֲבִיטֶנּוּ  דֵּי מַחְסֹרוֹ  אֲשֶׁר יֶחְסַר לוֹ    שנהא תמיד מהנותנים ולא מהאביונים למרות שגם לאביון יש מצוות נשגבות לזכות את העשיר  הרבה יותר קל לעשות טוב  לחייך ולשמוח לאהוב ולתת  הנפש כולה מתענגת מהפעולה הגשמית המיכנית הפשוטה  תמיד  לחייך ולאהוב בחינם  לרוב  מתן בסתר  לעיתים  הודעה סלולארית אחת פשוטה מעלה חיוך נשכח  זכרון מתוק  רגע מכונן אצל המקבלת  כי הכל טוב  קפיש   יאפ 😉 שבת שלום מבורכת עטופה בשקט  מטעמים  יין גוורצ ׳ קר  דובדבנים חצי קפואים  סברס קפוא ממש ואהבה  🙏🍸🍒🍸🍒🙏 עם ישראל חי  ,1,0,train,FALSE,,,,,,,,
כבוד הנשיא גאים שיש לנו איש יקר כמוך הלוואי שנהיה מאוחדים לא רק בכאב  שהחזק יעזור לחלש  ואהבה ואיכפטיות תהיה אחד בישביל השני תמיד אנחנו עם חזק וצריכים להיות מאוחדים תמיד ,0,0,train,TRUE,,,,,,,,
השם ייקום דמו  משתתף בצער המשפחה שהשם ינחם אותכם ,0,2,train,FALSE,,,,,,,,
 להזכירך עדי סוויד  דב בעריש פלדמן וכל שאר הצדיקים  אברהם אבינו שהיה איש צדיק  אב כל האומות שתפקידו היה לאחד את כל העמים תחת אלוהים אחד  בחר להביא ילד לעולם מאישה מצריה אם הוא שהיה צדיק והבין שכולם שווים ובני האלוהים מי אתם שתחליטו שזה לא מוסרי אני באמת שואלת  הדת היא כלי להגיע לבורא כמו ארגז כלים שקיבלנו ולקחת את הכלי הזה שאמור לחבר אותנו לרוח ולהשתמש בו לפירוד זה נורא  מתי תבינו שאין הבדל בין ארגז כלים אחד למשנהו מוסלמי  יהודי  נוצרי או בודהיסט הדרך היא לא העיקר אלה הרצון להתחבר לקדושת החיים מתפללת שנהיה אור לגויים ונממש את תפקידו של אברהם אבינו אב יצחק וישמעאל ,1,0,train,FALSE,,,,,,,,
 לאיזה רמה הגענו שהנשיא מאחל בהצלחה להתבוללות  כל יפי הנפש ואנשי השמאל פה שמצתדקים על המצב  לא אומר כלום חוץ מהלוואי שתעמדו בחופה של הבת שלכםנכדה ותשמעו את החתן אומר  הרי את מקודשת לי כדת משה פי אל איסראיל   איך עוזבים מפה  ,1,0,train,FALSE,,,,,,,,
 ברכותי לנשיא החדש  בתקווה שתהיה קשוב לאזרחי ישראל ולא רק ממגדל השן בירושלים  ,0,0,train,TRUE,,,,,,,,
 אבל אתה יודע כאילו שבמדינת ישראל הם לא באמת יכולים להתחתן נכון  אתה יודע שבמדינת ישראל יהודי או יהודיה שרוצים להתחתן עם מי שאינו יהודי או יהודיה חייבים לעשות את בחול  איך זה מתיישב עם היותנו מדינה עלק חופשיה ועלק דמוקרטית  ,1,0,train,FALSE,,,,,,,,
 שבת שלום לנשיא היקר ולמשפחתו  השמחה והגאווה שב  ה הצדק והיושר ניצחו  בטוחים אנו כי בע  ה זכינו באחד הנשיאים הטובים ביותר אם לא הטוב שבהם  כולנו תפילה שתצליח בכל המשימות וכמובן במשימה החשובה לאחד את העם לאהבת חינם  הצלחתך היא הצלחתינו  שבת שלום ובשורות טובות  א כ י ר ,0,0,train,TRUE,,,,,,,,
עצוב   יהיה זכרו ברוך,0,0,train,TRUE,,,,,,,,
תמשיך ותישאר בכנסת  תחסוך מאיתנו ואל תלך לנשיאות ,1,0,train,FALSE,,,,,,,,
 אדוני הנשיא  אני גאה בך  אי קטן של שפיות במדינה שמאבדת את המוסריות שלה ואת ערכי היסוד עליהם היא קמה  גאה על העובדה שאתה הנשיא של מה שנשאר ממדינת ישראל  ,0,0,train,TRUE,,,,,,,,
אני מניח שיש הרבה חתונות בין ערבים ויהודים אז למה המהומות עכשיו ,1,1,train,TRUE,,,,,,,,
היום זכינו לנשיא שמכובד עלידי כולם  בהצלחה רבה ,0,0,train,TRUE,,,,,,,,
דמוקרטיה היא היסוד ,0,2,train,FALSE,,,,,,,,
בהצלחה רבה ממשפחת כהן בשדרות ,0,0,train,TRUE,,,,,,,,
 רובי היקר אהוב ישראל תבורך מפי עליון אתה ובב ,0,0,train,TRUE,,,,,,,,
ואני בטוח שלא אני וגם לא הנשיא שלנו בעד התבוללות ,1,0,train,FALSE,,,,,,,,
איזה כייף סןף סוף חדשות מרגשות ומשמחות  בטוח שתהיה נשיא טוב ומיטיב לעמו בארצו ובכל מקום בעולם  זכינו ,0,0,train,TRUE,,,,,,,,
הגיע הזמן שבמדינתנו הקטנה במקום  יש לי חלום  מנהיגים יאמרו  יש לי תוכנית  ופשוט יבצעו ,0,0,train,TRUE,,,,,,,,
עדיף לא היית מגיב  אמנם אתה נשיא מדינת ישראל ויש ערבי ישראל ואני מכבדת אותם אך לא מתפקידך לתמוך בנישואים מעורבים  יכולת רק להגיב כנגד התגובה של הציבור אבל תמיכה הנה כנגד זה שאצה מייצג את המדינה היהודית לעם היהודי בארץ ישראל ,1,0,train,FALSE,,,,,,,,
מזעזע איך יהודים כותבים,0,2,train,FALSE,,,,,,,,
לא לשכוח שנשיא אסור לו להביע עמדה פוליטית ולכן הוא דיבר רק מהדמוקרטיה ותסתכלו טוב טוב שהוא כתב שזה לא קשור לדיעותיו,1,0,train,FALSE,,,,,,,,
ראובן מזל טוב ובהצלחה ותמיד תשאר טוב ותודה להשם,0,0,train,TRUE,,,,,,,,
אפילו נשיא מדינת ישראל מתייחס לחתונה הזאת  האם העולם השתגע  החתונה הזאת לא מעניינת בעליל  כל יום ילדות יהודיות נופלות ברשתם של מוסלמים ערבים בכל רחבי הארץ  הסיקור מיותר וההתייחסות מלבה את העניין וגורמת להתססה  שתעשה מה שהיא רוצה  מטומטמת היא בהחלט מטומטמת ,1,0,train,FALSE,,,,,,,,
הגיע הזמןמזל טוב ,0,0,train,TRUE,,,,,,,,
 כבוד הנשיא  לא קשור לתורה ולמצוות  תבין הבנות האלו הופכות להיות מוכות שפחות מין ואסירות  לכל אחד בעולם יש את הזכות הטהורה הזו לבחור את מי לאהוב  ובזה אני מסכים איתך  העניין הוא שישנה תופעה מדאיגה  תחפש ביוטיוב ותבין במה מדובר  מנצלים את הנערות האלו מההתחלה ועד הסוף  תבין לא אני ולא אתה נמצאים שם בשביל הנערות  האלו שהופכות במהרה לאמאות  אחרי שמפוצצים להן את הפרצוף עם כבלי חשמל  אלא אירגונים התנדבותיים כמו יד לאחים  הם נמצאים שם וכנראה שהתמונה שלהם יותר מלאה משלנו  לאחר טיפול בכמה אלפי נשים שחוו את הדבר הנורא הזה  ,1,0,train,FALSE,,,,,,,,
 מתי תבינו  הדמוקרטיה ה לא מטרה זה אמצעי להגשים את החלום בחברתינו לארצינוואם הדמוקרטיה תביא אותנו התבוללות אזי היא מכשול שצריך להסיר  ,1,1,train,TRUE,,,,,,,,
 תודה על הקול השפוי  הקול של האנושיות  זה ממדבר בעד הומניות  בעד אהבה  בעד החופש של כל אדם ואדם לחיות את חייו בכבוד ובעד השאיפה שכל אדם ואדם יוכל לחיות את חייו בשלום  ,0,0,train,TRUE,,,,,,,,
שגיא  הלוואי ונזכה שוב לחיות על פי חוקי הדת  כי אם אנחנו נקראים עם סגולה ואור לגויים זה רק בזכות חוקי הדת ,1,2,train,FALSE,,,,,,,,
כבוד הנשיא האם אתה בעד התבוללות  בהסטוריה היהודית מסרו רבים את נפשם ורק לא להתבולל  האם הבעת דעה היא גזענות  עד רבא שימור הגזע ,1,0,train,FALSE,,,,,,,,
 תודה רבה על החזרת הערכים האנושיים למדינתנוי כול מי שבימים אלה מעיז לבטא את דעותיו האנושיות  הערכים האוניברסלים של כבוד האדם באשר הוא נחשב בעיני אחרים   אנטי ישראל   ,0,0,train,TRUE,,,,,,,,
חמודים שניהם ,0,0,train,TRUE,,,,,,,,
מאכזב ,1,1,train,TRUE,,,,,,,,
 שמיטת הכספים  בחייאת רובי חזרת לקומדיות  הצחקת את מוצצי הדם  עושקי הציבור הבנקים בישראל ,1,0,train,FALSE,,,,,,,,
 עדיף היה לא להביע דעה יותר טוב היית עושה בתור נשיא מדינת היהודים שהושבע על ספר התנך רק פחות מחודש  ,1,0,train,FALSE,,,,,,,,
נגד הסתה של חברי כנסת ערבים  לא שמענו ממך כלום  נגד הפגנות של פעילי שמאל למען הטרור לא שמענו ממך כלום פתאום עכשיו יצבוע ,1,0,train,FALSE,,,,,,,,
 לא מספיק לגנות  יש לפעול ע  י חקיקה  אכיפה ועמידה למיגור האלימות המילולית והפיזית  ,0,1,train,FALSE,,,,,,,,
כבוד הנשיא אני עדיין לא ראיתי בחורה מוסלמית יוצאת עם בחור יהודי ונשארת בחיים  ולא הייתי מאחלת לאף אחד לצאת עם ערביה  זאת מגמה מסוכנת שמכרסמת בעולם הרוח היהודי ואין לתת לזה יד ובטח שלא לברך על זה מכסא הנשיאות ,1,0,train,FALSE,,,,,,,,
דורשים מוות למחבלים עכשיו כשהכאב של עם ישראל חם לא לחכות למחר על כל נפש אחת שלנו עשרה שלהם ,1,1,train,TRUE,,,,,,,,
 להפגין זו לא הסתה וזו חובתו של כל אחד ואחד מהעם היהודי לשמור עליו כזה ולא להתערבב בגויים מר רובי ריבלין עם עוד כמה כמוך תהייה פה שואה צריך ללמוד ממה שהיה באירופה ולשמור בקנאות על הזהות שלנו מה שלא היה בעיה למחמוד לעשות ולאסלםאת מורל זה רק עניין של זמן עד שהיא תבכה על מה שהיא עושה ואתה וכמוך צריכים להתבייש לעודד דבר כזה בכלל או לאחל להם אושר מה נראה לך שבאמת היא תהייה מאושרת  על מצפונך העידוד הזה  ,1,0,train,FALSE,,,,,,,,
יהי זכרו ברוך,0,0,train,TRUE,,,,,,,,
